"","Date","Open","High","Low","Close","Adj Close","Volume","Company"
"1",2012-05-18,42.0499992370605,45,38,38.2299995422363,38.1894798278809,573576400,"META"
"2",2012-05-21,36.5299987792969,36.6599998474121,33,34.0299987792969,33.9939308166504,168192700,"META"
"3",2012-05-22,32.6100006103516,33.5900001525879,30.9400005340576,31,30.9671440124512,101786600,"META"
"4",2012-05-23,31.3700008392334,32.5,31.3600006103516,32,31.9660835266113,73600000,"META"
"5",2012-05-24,32.9500007629395,33.2099990844727,31.7700004577637,33.0299987792969,32.9949913024902,50237200,"META"
"6",2012-05-25,32.9000015258789,32.9500007629395,31.1100006103516,31.9099998474121,31.8761787414551,37149800,"META"
"7",2012-05-29,31.4799995422363,31.6900005340576,28.6499996185303,28.8400001525879,28.8094329833984,78063400,"META"
"8",2012-05-30,28.7000007629394,29.5499992370606,27.8600006103516,28.1900005340576,28.1601219177246,57267900,"META"
"9",2012-05-31,28.5499992370606,29.6700000762939,26.8299999237061,29.6000003814697,29.5686283111572,111639200,"META"
"10",2012-06-01,28.8899993896484,29.1499996185303,27.3899993896484,27.7199993133545,27.6906185150146,41855500,"META"
"11",2012-06-04,27.2000007629394,27.6499996185303,26.4400005340576,26.8999996185303,26.871488571167,35230300,"META"
"12",2012-06-05,26.7000007629394,27.7600002288818,25.75,25.8700008392334,25.8425807952881,42473400,"META"
"13",2012-06-06,26.0699996948242,27.1700000762939,25.5200004577637,26.8099994659424,26.7815837860107,61489200,"META"
"14",2012-06-07,27,27.3500003814697,26.1499996185303,26.3099994659424,26.2821140289307,26159500,"META"
"15",2012-06-08,26.5499992370606,27.7600002288818,26.4400005340576,27.1000003814697,27.0712776184082,38034000,"META"
"16",2012-06-11,27.1800003051758,28.0699996948242,26.8400001525879,27.0100002288818,26.9813728332519,28219600,"META"
"17",2012-06-12,27.4799995422363,27.7700004577637,26.9599990844727,27.3999996185303,27.3709583282471,15816800,"META"
"18",2012-06-13,27.6599998474121,28.1000003814697,27.1000003814697,27.2700004577637,27.241096496582,17102800,"META"
"19",2012-06-14,27.6499996185303,28.3199996948242,27.3799991607666,28.2900009155273,28.2600173950195,16855000,"META"
"20",2012-06-15,28.5100002288818,30.1000003814697,28.3500003814697,30.0100002288818,29.9781932830811,43563800,"META"
"21",2012-06-18,29.9599990844727,32.0800018310547,29.4099998474121,31.4099998474121,31.376708984375,42978900,"META"
"22",2012-06-19,31.5400009155273,32.1800003051758,30.7000007629394,31.9099998474121,31.8761787414551,30849000,"META"
"23",2012-06-20,31.9200000762939,31.9300003051758,31.1499996185303,31.6000003814697,31.5665073394775,15553600,"META"
"24",2012-06-21,31.6700000762939,32.5,31.5100002288818,31.8400001525879,31.8062534332275,21875300,"META"
"25",2012-06-22,32.4099998474121,33.4500007629395,32.060001373291,33.0499992370605,33.0149688720703,74834000,"META"
"26",2012-06-25,32.8600006103516,33.0200004577637,31.5499992370606,32.060001373291,32.0260200500488,24352900,"META"
"27",2012-06-26,32.689998626709,33.439998626709,32.5,33.0999984741211,33.0649147033691,24858700,"META"
"28",2012-06-27,32.4599990844727,32.9000015258789,31.8999996185303,32.2299995422363,32.1958389282227,28568000,"META"
"29",2012-06-28,31.9599990844727,32.189998626709,30.8999996185303,31.3600006103516,31.3267631530762,17713300,"META"
"30",2012-06-29,31.9200000762939,31.9899997711182,30.7600002288818,31.1000003814697,31.0670375823975,19526900,"META"
"31",2012-07-02,31.25,31.7299995422363,30.5499992370606,30.7700004577637,30.7373867034912,14122000,"META"
"32",2012-07-03,30.9099998474121,31.4400005340576,30.7999992370606,31.2000007629394,31.1669330596924,8763600,"META"
"33",2012-07-05,31.3199996948242,31.6299991607666,31.0200004577637,31.4699993133545,31.4366455078125,10032100,"META"
"34",2012-07-06,31.4400005340576,31.8999996185303,31.2600002288818,31.7299995422363,31.6963691711426,10945600,"META"
