"","Date","Open","High","Low","Close","Adj Close","Volume","Company"
"1",2010-01-04,6.8125,6.83050012588501,6.65700006484985,6.69500017166138,6.69500017166138,151998000,"AMZN"
"2",2010-01-05,6.67150020599365,6.77400016784668,6.59049987792969,6.73449993133545,6.73449993133545,177038000,"AMZN"
"3",2010-01-06,6.73000001907349,6.73649978637695,6.58249998092651,6.61250019073486,6.61250019073486,143576000,"AMZN"
"4",2010-01-07,6.60050010681152,6.61600017547607,6.44000005722046,6.5,6.5,220604000,"AMZN"
"5",2010-01-08,6.52799987792969,6.68400001525879,6.45149993896484,6.67600011825562,6.67600011825562,196610000,"AMZN"
"6",2010-01-11,6.63100004196167,6.6399998664856,6.46049976348877,6.51550006866455,6.51550006866455,175588000,"AMZN"
"7",2010-01-12,6.44950008392334,6.49100017547607,6.3274998664856,6.36749982833862,6.36749982833862,181926000,"AMZN"
"8",2010-01-13,6.39499998092651,6.4854998588562,6.28749990463257,6.45550012588501,6.45550012588501,214464000,"AMZN"
"9",2010-01-14,6.45699977874756,6.51900005340576,6.32000017166138,6.36749982833862,6.36749982833862,195498000,"AMZN"
"10",2010-01-15,6.45900011062622,6.48250007629395,6.35300016403198,6.35699987411499,6.35699987411499,307530000,"AMZN"
"11",2010-01-19,6.31549978256226,6.40000009536743,6.21649980545044,6.38049983978271,6.38049983978271,177852000,"AMZN"
"12",2010-01-20,6.35650014877319,6.46000003814697,6.25400018692017,6.28900003433228,6.28900003433228,181494000,"AMZN"
"13",2010-01-21,6.36299991607666,6.40749979019165,6.25,6.33099985122681,6.33099985122681,199412000,"AMZN"
"14",2010-01-22,6.28000020980835,6.38350009918213,6.03800010681152,6.07149982452393,6.07149982452393,231378000,"AMZN"
"15",2010-01-25,6.10500001907349,6.11399984359741,5.9060001373291,6.01550006866455,6.01550006866455,240478000,"AMZN"
"16",2010-01-26,6.02799987792969,6.14900016784668,5.95300006866455,5.97399997711182,5.97399997711182,191180000,"AMZN"
"17",2010-01-27,6.05149984359741,6.16650009155273,5.94000005722046,6.13749980926514,6.13749980926514,295306000,"AMZN"
"18",2010-01-28,6.22149991989136,6.3600001335144,6.1399998664856,6.30149984359741,6.30149984359741,545862000,"AMZN"
"19",2010-01-29,6.48850011825562,6.59250020980835,6.20699977874756,6.27050018310547,6.27050018310547,589426000,"AMZN"
"20",2010-02-01,6.15899991989136,6.24300003051758,5.69099998474121,5.94350004196167,5.94350004196167,755488000,"AMZN"
"21",2010-02-02,5.9394998550415,5.94899988174438,5.71999979019165,5.9060001373291,5.9060001373291,461594000,"AMZN"
"22",2010-02-03,5.85599994659424,5.98050022125244,5.82800006866455,5.95499992370605,5.95499992370605,248118000,"AMZN"
"23",2010-02-04,5.93200016021729,6.0164999961853,5.78700017929077,5.79699993133545,5.79699993133545,255680000,"AMZN"
"24",2010-02-05,5.79400014877319,5.88250017166138,5.70499992370605,5.86950016021729,5.86950016021729,220496000,"AMZN"
"25",2010-02-08,5.9689998626709,6.05000019073486,5.82800006866455,5.84149980545044,5.84149980545044,197804000,"AMZN"
"26",2010-02-09,5.90999984741211,5.95450019836426,5.84999990463257,5.90150022506714,5.90150022506714,184460000,"AMZN"
"27",2010-02-10,5.90000009536743,5.93050003051758,5.80000019073486,5.86800003051758,5.86800003051758,124664000,"AMZN"
"28",2010-02-11,5.8604998588562,6.02099990844727,5.82499980926514,6.00449991226196,6.00449991226196,166870000,"AMZN"
"29",2010-02-12,5.94950008392334,5.99700021743774,5.875,5.98299980163574,5.98299980163574,161470000,"AMZN"
"30",2010-02-16,6.00299978256226,6.02500009536743,5.85900020599365,5.87650012969971,5.87650012969971,178654000,"AMZN"
"31",2010-02-17,5.85349988937378,5.85650014877319,5.77750015258789,5.81549978256226,5.81549978256226,178896000,"AMZN"
"32",2010-02-18,5.79199981689453,5.92549991607666,5.74100017547607,5.90399980545044,5.90399980545044,196002000,"AMZN"
"33",2010-02-19,5.89550018310547,5.95450019836426,5.84999990463257,5.87599992752075,5.87599992752075,142312000,"AMZN"
"34",2010-02-22,5.86850023269653,5.94850015640259,5.80900001525879,5.90049982070923,5.90049982070923,136146000,"AMZN"
"35",2010-02-23,5.90049982070923,5.96250009536743,5.82550001144409,5.86199998855591,5.86199998855591,141364000,"AMZN"
"36",2010-02-24,5.89799976348877,5.98999977111816,5.85750007629395,5.98600006103516,5.98600006103516,147798000,"AMZN"
"37",2010-02-25,5.90850019454956,5.91699981689453,5.79250001907349,5.90999984741211,5.90999984741211,190668000,"AMZN"
"38",2010-02-26,5.89400005340576,5.97149991989136,5.84999990463257,5.92000007629395,5.92000007629395,114432000,"AMZN"
"39",2010-03-01,5.93499994277954,6.23299980163574,5.87650012969971,6.22700023651123,6.22700023651123,265930000,"AMZN"
"40",2010-03-02,6.25050020217896,6.36749982833862,6.23999977111816,6.27650022506714,6.27650022506714,241950000,"AMZN"
"41",2010-03-03,6.26999998092651,6.34700012207031,6.22149991989136,6.29449987411499,6.29449987411499,128808000,"AMZN"
"42",2010-03-04,6.29899978637695,6.44250011444092,6.27850008010864,6.42649984359741,6.42649984359741,150194000,"AMZN"
"43",2010-03-05,6.45650005340576,6.47249984741211,6.35349988937378,6.44549989700317,6.44549989700317,135386000,"AMZN"
"44",2010-03-08,6.41499996185303,6.54250001907349,6.38549995422363,6.50549983978271,6.50549983978271,112118000,"AMZN"
"45",2010-03-09,6.47949981689453,6.54050016403198,6.39849996566772,6.44099998474121,6.44099998474121,121416000,"AMZN"
"46",2010-03-10,6.45550012588501,6.55849981307983,6.42399978637695,6.52549982070923,6.52549982070923,112514000,"AMZN"
"47",2010-03-11,6.52250003814697,6.68100023269653,6.51800012588501,6.67899990081787,6.67899990081787,144816000,"AMZN"
"48",2010-03-12,6.71000003814697,6.71000003814697,6.55900001525879,6.59100008010864,6.59100008010864,123016000,"AMZN"
"49",2010-03-15,6.58500003814697,6.59999990463257,6.43149995803833,6.55649995803833,6.55649995803833,126584000,"AMZN"
"50",2010-03-16,6.56199979782104,6.61450004577637,6.52500009536743,6.58949995040894,6.58949995040894,82650000,"AMZN"
"51",2010-03-17,6.62050008773804,6.63450002670288,6.56099987030029,6.56699991226196,6.56699991226196,87176000,"AMZN"
"52",2010-03-18,6.55100011825562,6.64249992370605,6.52199983596802,6.63800001144409,6.63800001144409,100426000,"AMZN"
"53",2010-03-19,6.6855001449585,6.6855001449585,6.48299980163574,6.51749992370605,6.51749992370605,178100000,"AMZN"
"54",2010-03-22,6.51000022888184,6.5479998588562,6.43200016021729,6.52349996566772,6.52349996566772,107668000,"AMZN"
"55",2010-03-23,6.54449987411499,6.54699993133545,6.40350008010864,6.46299982070923,6.46299982070923,84262000,"AMZN"
"56",2010-03-24,6.43200016021729,6.46999979019165,6.3600001335144,6.40199995040894,6.40199995040894,93928000,"AMZN"
"57",2010-03-25,6.45699977874756,6.8454999923706,6.40199995040894,6.73649978637695,6.73649978637695,324192000,"AMZN"
"58",2010-03-26,6.74499988555908,6.84950017929077,6.68800020217896,6.75299978256226,6.75299978256226,131314000,"AMZN"
"59",2010-03-29,6.76849985122681,6.83150005340576,6.71649980545044,6.75600004196167,6.75600004196167,92538000,"AMZN"
"60",2010-03-30,6.78700017929077,6.90950012207031,6.76800012588501,6.8289999961853,6.8289999961853,123854000,"AMZN"
"61",2010-03-31,6.80000019073486,6.84000015258789,6.72399997711182,6.78849983215332,6.78849983215332,92012000,"AMZN"
"62",2010-04-01,6.78999996185303,6.82550001144409,6.55900001525879,6.59049987792969,6.59049987792969,175716000,"AMZN"
"63",2010-04-05,6.64249992370605,6.68699979782104,6.53900003433228,6.57450008392334,6.57450008392334,116330000,"AMZN"
"64",2010-04-06,6.56150007247925,6.80000019073486,6.55900001525879,6.77799987792969,6.77799987792969,159006000,"AMZN"
"65",2010-04-07,6.7979998588562,6.80399990081787,6.69299983978271,6.74350023269653,6.74350023269653,118908000,"AMZN"
"66",2010-04-08,6.7354998588562,7.0625,6.7354998588562,7.0479998588562,7.0479998588562,253782000,"AMZN"
"67",2010-04-09,7.03599977493286,7.06650018692017,6.95349979400635,7.00299978256226,7.00299978256226,120222000,"AMZN"
"68",2010-04-12,7,7.14550018310547,6.98400020599365,7.05999994277954,7.05999994277954,108906000,"AMZN"
"69",2010-04-13,7.06150007247925,7.09899997711182,6.95599985122681,7.00799989700317,7.00799989700317,95710000,"AMZN"
"70",2010-04-14,7.01700019836426,7.22499990463257,6.96000003814697,7.21400022506714,7.21400022506714,158006000,"AMZN"
"71",2010-04-15,7.22749996185303,7.35449981689453,7.19999980926514,7.29099988937378,7.29099988937378,156592000,"AMZN"
"72",2010-04-16,7.24399995803833,7.3585000038147,7.07250022888184,7.1085000038147,7.1085000038147,167936000,"AMZN"
"73",2010-04-19,7.11749982833862,7.18349981307983,6.95650005340576,7.12150001525879,7.12150001525879,120440000,"AMZN"
"74",2010-04-20,7.19150018692017,7.23199987411499,7.10500001907349,7.21000003814697,7.21000003814697,86234000,"AMZN"
"75",2010-04-21,7.25850009918213,7.44999980926514,7.17600011825562,7.32149982452393,7.32149982452393,147488000,"AMZN"
"76",2010-04-22,7.35050010681152,7.55450010299683,7.29400014877319,7.50449991226196,7.50449991226196,303316000,"AMZN"
"77",2010-04-23,7.26900005340576,7.45450019836426,7.12099981307983,7.18149995803833,7.18149995803833,379504000,"AMZN"
"78",2010-04-26,7.15999984741211,7.38649988174438,7.14499998092651,7.35550022125244,7.35550022125244,186366000,"AMZN"
"79",2010-04-27,7.27750015258789,7.32200002670288,7.05550003051758,7.10099983215332,7.10099983215332,172780000,"AMZN"
"80",2010-04-28,7.12949991226196,7.13749980926514,6.93450021743774,6.96750020980835,6.96750020980835,184706000,"AMZN"
