"","Date","Open","High","Low","Close","Adj Close","Volume","Company"
"1",2010-01-04,498.814208984375,498.814208984375,467.155456542969,491.682403564453,440.421966552734,38323043,"RELIANCE.NS"
"2",2010-01-05,525.695617675781,525.695617675781,487.065032958984,489.488006591797,438.456359863281,10696412,"RELIANCE.NS"
"3",2010-01-06,493.693939208984,500.368591308594,489.465148925781,497.397003173828,445.540740966797,11845880,"RELIANCE.NS"
"4",2010-01-07,497.397003173828,509.740478515625,492.825347900391,505.648834228516,452.932281494141,13098960,"RELIANCE.NS"
"5",2010-01-08,506.540313720703,509.19189453125,501.054321289062,504.323059082031,451.744750976562,7555074,"RELIANCE.NS"
"6",2010-01-11,518.746643066406,525.604187011719,480.024688720703,494.425415039062,442.879028320312,94324821,"RELIANCE.NS"
"7",2010-01-12,500.59716796875,519.935302734375,492.3681640625,495.728332519531,444.046142578125,16395254,"RELIANCE.NS"
"8",2010-01-13,497.397003173828,499.225646972656,488.527954101562,497.671295166016,445.786499023438,7680088,"RELIANCE.NS"
"9",2010-01-14,496.482666015625,514.220703125,496.482666015625,512.803527832031,459.341125488281,12272814,"RELIANCE.NS"
"10",2010-01-15,514.677856445312,520.666748046875,505.191680908203,507.797515869141,454.856964111328,9383308,"RELIANCE.NS"
"11",2010-01-18,506.083160400391,510.403381347656,499.202789306641,502.654418945312,450.250091552734,7086096,"RELIANCE.NS"
"12",2010-01-19,502.882995605469,505.648834228516,494.951171875,496.025512695312,444.312255859375,6532333,"RELIANCE.NS"
"13",2010-01-20,500.59716796875,501.557220458984,490.082336425781,492.596740722656,441.240997314453,9665512,"RELIANCE.NS"
"14",2010-01-21,491.453826904297,492.3681640625,480.138977050781,481.876190185547,431.638122558594,9305660,"RELIANCE.NS"
"15",2010-01-22,475.910186767578,489.625183105469,470.652770996094,481.784759521484,431.556213378906,19934782,"RELIANCE.NS"
"16",2010-01-25,479.864654541016,482.036193847656,473.944366455078,476.390197753906,426.724029541016,6696638,"RELIANCE.NS"
"17",2010-01-27,472.710021972656,480.024688720703,466.309692382812,469.761291503906,420.786315917969,12421742,"RELIANCE.NS"
"18",2010-01-28,475.453002929688,478.401733398438,468.595520019531,474.150085449219,424.717498779297,16611729,"RELIANCE.NS"
"19",2010-01-29,472.207122802734,480.847564697266,465.441070556641,478.287445068359,428.423553466797,11666521,"RELIANCE.NS"
